Tweet ID: 1 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'l’actu', '–', 'médecins', 'travail', 'vent', 'debout', 'contre', 'projet', 'loi', 'el', 'khomri']
Tweet ID: 328 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['ferai', 'jamais', 'lever', '5h40', 'commencer', '8h']
Tweet ID: 329 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'vit', 'monde', 'merveilles', 'horreurs', 'ne', 'pas', 'être', 'prudent', 'vivre', 'comme', 'si', 'horreurs', 'existaient', 'pa…']
Tweet ID: 330 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'mec', 'si', 'commence', 'bouffer', 'gens', 'parce', 'cons', 'espérance', 'vie', 'chute', '17', 'minutes']
Tweet ID: 331 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'quand', 'vois', 'bipolaire', 'bios', 'légèrement', 'envie', 'cogner', 'tête', 'contre', 'mur', 'vôtres', 'aussi', '…']
Tweet ID: 332 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['faute', 'financement', 'premier', 'savon', 'anti-malaria', 's’en', 'remet', 'crowdfunding', '—', 'via']
Tweet ID: 333 | Score: 0.10 | Label: neutre | Mots Sentiment: 1 | Tokens: ['si', 'envi', 'supp', 'supp', 'ok']
Tweet ID: 335 | Score: 0.00 | Label: neutre | Mots Sentiment: 2 | Tokens: ['RT', 'toujours', 'moyen', 'plaindre']
Tweet ID: 336 | Score: 0.00 | Label: neutre | Mots Sentiment: 2 | Tokens: ['RT', 'forme', 'tentes', 'gagner', 'version', 'boost', 'follow', 'RT', 'participer', 'https', '…']
Tweet ID: 338 | Score: -0.40 | Label: négatif | Mots Sentiment: 2 | Tokens: ['RT', 'problème', 'laïcité', 'résume', 'voile', 'enquête', 'point', 'https', '…']
Tweet ID: 339 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'hâte', 'savoir', 'va', 'venir', 'convention', 'reign']
Tweet ID: 340 | Score: -0.70 | Label: négatif | Mots Sentiment: 1 | Tokens: ['triste', 'galarasaray', 'ça', 'laissera', 'temps', 'sortir', 'belle', 'équipe', 'pense', 'snejder', 'muslera', 'quitterons']
Tweet ID: 341 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'jamais', 'ressenti', 'ça', 'avant', 'connaitre']
Tweet ID: 342 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'cadre', 'ei', 'capturé', 'forces', 'spéciales', 'américaines', 'irak']
Tweet ID: 343 | Score: 0.65 | Label: positif | Mots Sentiment: 1 | Tokens: ['coco', 'aime', 'tellement', 'quand', 'demande', 'venir', 'concert', 'ne', 'veut', 'pas']
Tweet ID: 344 | Score: 0.50 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'sites', 'streaming', 'abusé', 'bouges', 'a', 'peine', 'souris', 'ya', '50', 'fenêtre', 'pub', 'ki', 'ouvrent', 'demandant', 'si', 'vx', 'rencontrer', '…']
Tweet ID: 345 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'jamais', 'vu', 'autant', 'chance', 'photo']
Tweet ID: 346 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'tellement', 'besoin', 'dm', 'sulivan', 'là', 'mtn']
Tweet ID: 347 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['hâte', 'revoir']
Tweet ID: 348 | Score: 0.50 | Label: positif | Mots Sentiment: 1 | Tokens: ['ptdr', 'combien', 'temps', 'a', 'duré', 'bonne', 'résolution', '3min']
Tweet ID: 349 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'tribune', 'très', 'intéressante', 'enjeux', 'société']
Tweet ID: 350 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'jallet', 'frustration', 'ne', 'pas', 'participer', 'euro', 'certain']
Tweet ID: 351 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'tismé', 'sr', 'twitter', 'vs', 'gerez', 'tt', 'ki', 'sex', 'féminin', 'twitter', 'bande', 'fdp', 'jui', 'si', 'daronne', 'el', 'a', 'twitter', 'vs', 'all…']
Tweet ID: 353 | Score: 0.80 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'affaire', 'co2', 'incroyable', 'réseau', 'homme', 'défie', 'juges']
Tweet ID: 354 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'zlatan', 'ibrahimovic', 'a', 'élu', 'joueur', 'mois', 'février', 'internautes', 'psg', 'fr', 'https', '…']
Tweet ID: 355 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['manque', 'talent', 'matin']
Tweet ID: 356 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['ah', 'plus', 'gifs', 'pense', '3']
Tweet ID: 357 | Score: 1.15 | Label: positif | Mots Sentiment: 3 | Tokens: ['RT', 'merci', 'ts', 'messages', 'encore', 'soir', 'aime', 'fort', 'deja', 'hate', 'retrouver', 'demain', 'toute', 'bande', '…']
Tweet ID: 358 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'travaille', 'trop', 'croit', 'a', 'marre', 'parce', 'laissé', 'toute', 'seule', 'pendant', 'con…']
Tweet ID: 359 | Score: -1.20 | Label: négatif | Mots Sentiment: 3 | Tokens: ['RT', 'vais', 'marier', 'meuf', 'moche', 'comme', 'ça', 'couple', 'moche', 'enfant', 'beau', 'pcq', '-', '-', 'fait', '+']
Tweet ID: 360 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'a', 'occasion', 'sortie', 'jeu', 'fait', 'gagner', 'farcry', 'primal', 'pac', 'participer', 'follow']
Tweet ID: 361 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['viens', 'a', 'peine', 'relever', 'hors', 'question', 'faire', 'marche', 'arrière']
Tweet ID: 362 | Score: 0.00 | Label: neutre | Mots Sentiment: 2 | Tokens: ['RT', 'remporter', 'ballon', 'officiel', 'euro', '2016', 'dédicacé', 'zidane', 'RT', '&', 'amp', 'follow']
Tweet ID: 363 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'quoi', 'histoire', 'keh', 'a', 'mojito']
Tweet ID: 364 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['coup', 'soleil', 'intense', 'aussi']
Tweet ID: 365 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'idiot', 'rendra', 'jalouse', 'meuf', 'parlant', 'filles', 'vrai', 'homme', 'rendra', 'filles', 'jalouses', 'copine', 'voila', '…']
Tweet ID: 366 | Score: 0.00 | Label: neutre | Mots Sentiment: 2 | Tokens: ['RT', 'RT', '+', 'follow', 'tenter', 'gagner', 'branette', 'shiny', 'résultat', '21h', 'bonne', 'chance']
Tweet ID: 367 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'destin', 'lisa', '2005']
Tweet ID: 369 | Score: 0.40 | Label: positif | Mots Sentiment: 1 | Tokens: ['parle', 'dortmund', 'grave', 'lent', 'jeu', 'galere', 'trouver']
Tweet ID: 370 | Score: 0.15 | Label: positif | Mots Sentiment: 1 | Tokens: ['complètement', 'ok', 'analyse', 'toutefois', 'ego', 'boungou-colo', 'a', 'besoin', 'niveau', 'doit', 'partir', '1', '2']
Tweet ID: 371 | Score: -0.60 | Label: négatif | Mots Sentiment: 2 | Tokens: ['RT', 'quand', 'seule', 'chez', 'prends', 'douche', 'toujours', 'peur', 'passe', 'scénario', 'ds', 'scène', 'c…']
Tweet ID: 373 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'armée', 'blogueuses', 'très', 'attentive', 'conseils', 'ça', 'tweete', 'ça', 'tweete', '…']
Tweet ID: 374 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'suppressions', 'emplois', 'chez', 'michelin', 'dessin', 'monde', 'mercredi', '2', 'mars']
Tweet ID: 375 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'très', 'grosse', 'dinguerie', 'pur', 'jazzy', 'meme', 'trap', 'ca', 'reste', 'bazzz', 'mention', 'spéciale', 'ultra', 'parisi…']
Tweet ID: 376 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'décidément', 'vais', 'finir', 'faire', 'secrétaire', 'lucas']
Tweet ID: 377 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'comment', 'etre', 'crédible', 'devant', 'enfants', 'qd', '10ans', 'encore', 'train', 'attendre', 'fin', 'one', 'piece', 'srx']
Tweet ID: 378 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['ah', 'comme', 'habitude', 'si', 'lu', 'aimé', 'fantôme', 'penvins', 'gentilles', 'prenez', 'deux', 'minutes']
Tweet ID: 379 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['forte', 'explosion', 'a', 'lieu', 'station', 'service', 'quartier', 'pissy', 'ouagadougou']
Tweet ID: 380 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['pas', 'bisous', 'bref', 'dépression', '__']
Tweet ID: 383 | Score: -0.60 | Label: négatif | Mots Sentiment: 2 | Tokens: ['RT', 'a', 'quel', 'niveau', 'relou', 'estimez', 'mec', 'fout', 'pieds', 'côté', 'connais', 'pas', 'pue', 'croit', 'seul']
Tweet ID: 384 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'flemme', 'gens', 'flemme', 'tout']
Tweet ID: 385 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'évaluer', 'capacités', 'communautaires', 'rallier', 'anglos', 'habiliter', 'contribution', 'tous', 'https', '…']
Tweet ID: 386 | Score: 0.50 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'valls', 'fait', 'courir', 'bruit', 'démission', 'bien', 'démissionne', 'manquera', 'pas', 'français']
Tweet ID: 387 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['quoi']
Tweet ID: 388 | Score: 0.70 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'neige', 'ouf', 'nancy']
Tweet ID: 389 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'quand', 'mère', 'demande', 'faire', 'quelque', 'chose', 'oublié', 'entend', 'arriver']
Tweet ID: 390 | Score: 0.25 | Label: positif | Mots Sentiment: 3 | Tokens: ['RT', 'aime', 'gens', 'prennent', 'pas', 'vie', 'sérieux', 'rigole', 'rien', 'intérieur', 'mâture', 'pleine', 'rep…']
Tweet ID: 391 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['marre', 'delormeau', 'virer', 'avion']
Tweet ID: 392 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'seule', 'non-voilée', 'parc', 'décide', 'rentrer', 'chez', 'pleurer']
Tweet ID: 393 | Score: -0.80 | Label: négatif | Mots Sentiment: 1 | Tokens: ['journée', 'pluie', 'con', 'commençait', 'puis', 'lux', 'arrivée']
Tweet ID: 394 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'lire', 'sondages', 'débiles', 'hésite', 'toujours', 'entre', 'indignation', 'citoyenne', 'retrait', 'misanthropique', 'noyade', '…']
Tweet ID: 395 | Score: 0.00 | Label: neutre | Mots Sentiment: 2 | Tokens: ['RT', 'gagner', 'occasion', '1', 'ps4', '+', 'far', 'cry', 'primal', '+', '1', 'an', 'jeux', 'offerts', 'follow', '+', 'RT']
Tweet ID: 396 | Score: 0.25 | Label: positif | Mots Sentiment: 3 | Tokens: ['RT', 'aime', 'gens', 'prennent', 'pas', 'vie', 'sérieux', 'rigole', 'rien', 'intérieur', 'mâture', 'pleine', 'rep…']
Tweet ID: 397 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['salon', 'photographie']
Tweet ID: 399 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'intermédiaire', 'russe', 'aide', 'exploiter', 'champ', 'gaz', 'contrôle', 'aussi', 'banque', 'a', 'fait', 'l…']
Tweet ID: 400 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'relaxe', 'détenu', 'sorti', 'prison', 'grâce', 'faute', 'orthographe']
Tweet ID: 401 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'jamais', 'autant', 'start-ups', 'n’ont', 'vu', 'jour', 'pays', '1500', 'créées', 'chaque', 'année', 'paris']
Tweet ID: 402 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'parisien', 'stéphanois', 'arborant', 'tatouage', 'remportée', 'club']
Tweet ID: 403 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['basilique', 'sacré-cœur', 'montmartre']
Tweet ID: 404 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['partage', 'ça', 'chat', 'a', 'chier', 'plein', 'milieu', 'cuisine', 'ensuite', 'a', 'bouffer', 'vomi', 'autre', 'chat', 'fait', 'merci', 'bonsoir']
Tweet ID: 405 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'avant', 'assez', 'suspect', 'avant', 'fortes', 'chute', 'grêle', 'prise']
Tweet ID: 406 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['bientot', 'concert', 'nekfeuu']
Tweet ID: 407 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'lorsque', 'essaye', 'franchir', 'pas', 'meuf', 'plais', 'apprend', 'hétéro']
Tweet ID: 408 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'marre', 'faire', 'surprises', 'tout', 'monde', 'anniversaire', 'fait', 'jamais']
Tweet ID: 409 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'ceux', 'mettent', 'pas', '%', 'batterie', 'sais', 'pas', 'comment', 'faites', 'vivez', 'suspens', 'toutes', 'journée']
Tweet ID: 410 | Score: 0.65 | Label: positif | Mots Sentiment: 1 | Tokens: ['aime', 'vidéo', '-', 'vlogmars', 'arrivent']
Tweet ID: 411 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'lorsque', 'première', 'vague', 'forme', 'nouvelle', 'vague', 'bilal', 'leila', 'partage', 'savoir…']
Tweet ID: 412 | Score: 0.50 | Label: positif | Mots Sentiment: 1 | Tokens: ['veux', 'bien', 'rencontrer', 'future', 'conquête', 'melissa']
Tweet ID: 413 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'encore', 'imposteur', 'université', 'tel-aviv', 'omar', 'barghouti', 'n’a', 'jamais', 'reçu', 'aucun', 'diplôme', 'http…']
Tweet ID: 414 | Score: -0.90 | Label: négatif | Mots Sentiment: 1 | Tokens: ['meufs', 'photo', 'elles', 'combo', 'regard', 'chienne', 'devoilage', 'poitrine', '+', 'tweet', 'pute', 'apres', 'ca', 'plaint', 'etre']
Tweet ID: 415 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['a', 'quel', 'moment', 'vie', 'dis', 'vais', 'baiser', 'poule']
Tweet ID: 416 | Score: 0.50 | Label: positif | Mots Sentiment: 1 | Tokens: ['ailleurs', 'faite', 'balancer', 'anglais', 'bavais', 'devant', 'prof', 'math', 'ptdr', 'imaginez', 'prof', 'sait', 'mal']
Tweet ID: 417 | Score: 0.50 | Label: positif | Mots Sentiment: 1 | Tokens: ['assume', 'actes', 'bien', 'faut', 'changer', 'métier']
Tweet ID: 418 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['devenu', 'mode', 'mettre', 'pp', 'effet', 'chien', 'snap']
Tweet ID: 419 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'plus', '300', 'enfants', 'livrés', 'eux-mêmes', 'jungle', 'calais']
Tweet ID: 420 | Score: -0.70 | Label: négatif | Mots Sentiment: 1 | Tokens: ['semaine', 'demi', 'a', 'oraux', 'tpe', 'trois', 'semaines', 'oraux', 'blancs', 'français', 'merde', 'peu']
Tweet ID: 421 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['gta', 'v', 'c’est', 'los', 'santos', 'reprise', 'très', 'proche', 'los', 'angeles', 'merci', 'bonsoir']
Tweet ID: 422 | Score: 0.40 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'ne', 'pas', 'avoir', 'problème']
Tweet ID: 423 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['juste', 'moment', 'où', 'envie', 'cest', 'taper', 'dessus', 'fais']
Tweet ID: 424 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'ganas', 'frappe']
Tweet ID: 425 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['pris', 'claque', 'prof', 'gym', 'toute', 'rouge']
Tweet ID: 426 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['mdrrrr', 'guidec', 'sort', 'ne', 'vend', 'pas', 'peau', 'ours', 'avant', 'avoir', 'tué', 'morte']
Tweet ID: 427 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['potes', 'taille', 'h24', 'façon', 'montrer', 'mn', 'amour']
Tweet ID: 428 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'pense', 'si', 'sais', 'très', 'proche', 'pastore']
Tweet ID: 429 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'mal', 'œil', 'droit', 'sens', 'légèrement', 'fatigué', 'jvais', 'voir', 'doctissimo', 'ah', 'bah', 'voila', 'rest…']
Tweet ID: 430 | Score: 0.60 | Label: positif | Mots Sentiment: 1 | Tokens: ['votez', 'chaque', 'jour', 'ici', '23', 'mars', '10k', '$', 'sentier', 'bon', 'lien']
Tweet ID: 432 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'quand', 'écoutes', 'histoire', 'ne', 'peux', 'pas', 'croire', 'parce', 'pas', 'stupide']
Tweet ID: 433 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'jamais', 'vu', 'autant', 'chance', 'photo']
Tweet ID: 434 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['pourrai', 'faire', 'vidéos', 'entières', 'commentaires', 'devant', 'film', 'rémunérée', 'ça']
Tweet ID: 435 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['sarah', 'harcèle', 'snaps', 'où', 'raconte', 'amour', 'cameron', 'dallas', 'trop', 'chouuu']
Tweet ID: 436 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['plus', '56', 'followers', 'oubliez', 'pas', 'suivre', 'svp']
Tweet ID: 437 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['tellement', 'choses', 'faire', 'impression', 'arriverai', 'jamais']
Tweet ID: 438 | Score: 0.00 | Label: neutre | Mots Sentiment: 2 | Tokens: ['RT', 'regarder', 'travers', 'tout', 'couples', 'dire', 'trucs', 'genre', 'ça', 'durera', 'pas']
Tweet ID: 439 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'évolution', 'drake', 'rihanna']
Tweet ID: 440 | Score: -0.95 | Label: négatif | Mots Sentiment: 1 | Tokens: ['tuez', 'cet', 'enculé', 'gouverneur', 'race', 'crève', 'atroces', 'souffrances']
Tweet ID: 441 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['entretien', 'henri', 'kahudi', '-', 'hermine', 'nantes', 'atlantique']
Tweet ID: 443 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['graave', 'avant', 'the', 'pays', 'gens', 'allaient', 'vivre', 'là', 'bas', 'faire', 'argent']
Tweet ID: 444 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['vais', 'couler', 'long', 'bras']
Tweet ID: 445 | Score: 0.00 | Label: neutre | Mots Sentiment: 2 | Tokens: ['RT', 'remporter', 'ballon', 'officiel', 'euro', '2016', 'dédicacé', 'zidane', 'RT', '&', 'amp', 'follow']
Tweet ID: 446 | Score: 0.65 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'aime', 'vidéo', '-', 'super', 'smash', 'bros']
Tweet ID: 447 | Score: 1.00 | Label: positif | Mots Sentiment: 2 | Tokens: ['a', 'tapper', 'bon', 'sceau', 'poulet', 'magnifique', 'mdr']
Tweet ID: 448 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'faire', 'avant', 'mourir']
Tweet ID: 449 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'michel', 'a', 'annoncé', 'conférence', 'presse', 'abou', 'diaby', 'blessé', 'mollet', 'ne', 'jouera', 'pas', 'face', 'granville']
Tweet ID: 450 | Score: 0.50 | Label: positif | Mots Sentiment: 1 | Tokens: ['putain', 'bien', 'beau', 'séries', 'demain', 'putain', 'contrôle', 'physique', 'perdu', 'cours']
Tweet ID: 452 | Score: 0.10 | Label: positif | Mots Sentiment: 2 | Tokens: ['difficile', 'détester', 'quand', 'mdr']
Tweet ID: 453 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['veut', 'voir', 'position', 'fœtale', 'fragile', 'demander']
Tweet ID: 455 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'piété', 'moralité', 'peuple', 'mesurent', 'façon', 'traiter', 'anciens', 'miséreux', 'tout', 'reste', 'est…']
Tweet ID: 456 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['amoblar', 'viene', 'moble']
Tweet ID: 457 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'barack', 'obama', 'a', 'récemment', 'écouté', 'pillowtalk', 'zayn', 'via', 'compte', 'spotify']
Tweet ID: 458 | Score: 0.18 | Label: positif | Mots Sentiment: 3 | Tokens: ['RT', 'a', 'musiques', 'rappellent', 'trop', 'souvenirs', 'bon', 'mauvais']
Tweet ID: 459 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['vraiment', 'déçue', 'attitude', 'certaines', 'personnes']
Tweet ID: 460 | Score: 1.30 | Label: positif | Mots Sentiment: 2 | Tokens: ['repartie', 'dingue', 'adore']
Tweet ID: 461 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['créé', 'club', 'célibataire', 'crache', 'couples', 'quand', 'commence', 'avoir', 'seum', 'tenir', 'chandelle']
Tweet ID: 462 | Score: 0.60 | Label: positif | Mots Sentiment: 1 | Tokens: ['hum', 'bon', 'esclave', 'gestion']
Tweet ID: 463 | Score: -0.60 | Label: négatif | Mots Sentiment: 1 | Tokens: ['oh', 'dieu', 'allumé', 'tablette', 'a', 'toutes', 'photos', 'xperia', 'dessus', 'peur']
Tweet ID: 464 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'racontes', 'trop', 'vie', 'twitter', 'alors', 'blc', 'moldus', 'classe', 'vs', 'gênants', 'twitter', 'ps', 'faire…']
Tweet ID: 465 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['préféré']
Tweet ID: 466 | Score: 0.75 | Label: positif | Mots Sentiment: 1 | Tokens: ['tout', 'monde', 'dis', 'coup', 'énervement', 'sais', 'très', 'bien', 'pense']
Tweet ID: 467 | Score: 0.70 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'moment', 'plus', 'triste', 'toute', 'vie', 'wlh']
Tweet ID: 468 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['ça', 'faisait', 'chier', 'venir', 'campagne']
Tweet ID: 469 | Score: 0.40 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'pose', 'questions', 'sérieux']
Tweet ID: 470 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['eh', 'g', 'peut-être', 'brisé', 'pacte', 'pp', 'jsuis', 'tjrs', 'game', 'bae']
Tweet ID: 471 | Score: -0.50 | Label: négatif | Mots Sentiment: 1 | Tokens: ['ptn', 'marre']
Tweet ID: 472 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['tout', 'dis', 'parle', 'surtout', 'quand', 'parles', 'autre']
Tweet ID: 473 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['gros', 'match', 'continue', 'comme', 'ça', 'donner', 'autant', 'envie']
Tweet ID: 474 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['récolté', '165', 'unités', 'nourriture']
Tweet ID: 475 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'rtsi', 'daronne', 'ça', 'fait', '12', 'ans', 'met', 'arsenic', 'dan', 'ju', 'dfrui', 'chaque', 'matin', 'essayer', 'dte', 'tuer', 'tn', 'organisme', 's…']
Tweet ID: 476 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['oui', 'délicat', 'déloger', 'deux', 'devant', 'toute', 'manière', 'déjà', 'content', 'joue', 'droite']
Tweet ID: 477 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'première', 'expérience', 'amoureuse', 'a', 'anéantie', 'tellement', 'rabaissée', 'fini', 'croire', 'personne…']
Tweet ID: 478 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['marseille', 'sorti', 'presse', 'unes', 'hui', 'via']
Tweet ID: 479 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'explique', 'comme', 'dit', 'gars', 'staya', 'rien', 'justifie', 'viol', 'rien']
Tweet ID: 480 | Score: 0.65 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'quand', 'commence', 'parler', 'aime', 'pas', 'critiquer']
Tweet ID: 482 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'copil', 'création', 'long', '159', 'km', '450', '000', 'usagers', '14', '€', 'retombées', 'éco', 'http…']
Tweet ID: 484 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['millier', 'ouvriers', 'birmans', 'pêche', 'indemnisés', '-', 'viêt', 'nam']
Tweet ID: 485 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'trop', 'hâte', 'voir']
Tweet ID: 486 | Score: 0.40 | Label: positif | Mots Sentiment: 1 | Tokens: ['lol', 'connais', 'non', 'quand', 'faut', 'juste', 'vois']
Tweet ID: 487 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'dites', 'peut', 'savoir', 'justifie', 'cet', 'écart', 'salaire', 'entre', 'homme', 'femme', 'merci', 'bisous']
Tweet ID: 488 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'méfie', 'tout', 'h38']
Tweet ID: 489 | Score: 0.50 | Label: positif | Mots Sentiment: 1 | Tokens: ['ptdr', 'veut', 'jme', 'casse', 'a', 'pas', 'couilles', 'foutre', 'dehors']
