Tweet ID: 1 | Score: 0.30 | Label: positif | Mots Sentiment: 1 | Tokens: ['allez', 'emmène', 'resto', 'zappé', 'telho', 'reste', 'tranquille', 'tn', 'clavier']
Tweet ID: 359 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['sponsor', 'première', 'conférence', 'fr', 'dédiée', 'rdv', '21', '06', '2016']
Tweet ID: 362 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['voit', 'manque', 'personnalité', 'gens', 'quand', 'reçois', 'snap', 'têtes', 'chiens', 'changements', 'visages']
Tweet ID: 363 | Score: 0.65 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', '6', 'toujours', 'personnes', 'aime', 'plus', 'dit', 'moins']
Tweet ID: 364 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['pas', 'trop', 'hésiter', 'vu', 'prix']
Tweet ID: 365 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'espère', 'temps', 'prendre', 'photos', 'ciel', 'bleu', 'déjà', 'retour']
Tweet ID: 366 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['ramène', 'chocolat', 'chaud', 'fromage', 'fondu']
Tweet ID: 367 | Score: 0.80 | Label: positif | Mots Sentiment: 1 | Tokens: ['a', 'piraté', 'compte', 'dieu', 'merci', 'cousin', 'a', 'réussi', 'récupérer', 'pleins', 'tweets', 'supprimés']
Tweet ID: 368 | Score: 2.20 | Label: positif | Mots Sentiment: 4 | Tokens: ['RT', 'pogba', 'si', 'quelque', 'chose', 'va', 'mal', 'foot', 'redonne', 'sourire', 'amoureux', 'foot', 'amour', 'vie', 'https', '…']
Tweet ID: 369 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['genre', 'meuf', 'ki', 'tombe', 'tt', 'tps']
Tweet ID: 370 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['calais', 'gouvernement', 'face', 'mensonges', 'via']
Tweet ID: 371 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'ciara', 'maîtrise', 'merveille', 'coupé-décalé']
Tweet ID: 372 | Score: 0.70 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'merci', 'cochon', 'belle', 'dédicace']
Tweet ID: 374 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['temps', 'bipolaire']
Tweet ID: 375 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'interdiction', 'exploiter', 'bientôt', 'inscrite', 'code', 'minier', 'https', '…']
Tweet ID: 376 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'quand', 'encore', 'déchiré', 'soirée', 'veille', 'vas', 'chercher', 'courrier']
Tweet ID: 377 | Score: 0.50 | Label: positif | Mots Sentiment: 1 | Tokens: ['ptdr', 'salon', 'devenu', 'salon', 'beauté']
Tweet ID: 378 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['tout', 'monde', 'snap', 'neige']
Tweet ID: 379 | Score: -0.90 | Label: négatif | Mots Sentiment: 2 | Tokens: ['RT', 'jsp', 'quoi', 'pire', 'entre', 'fans', 'jul', 'critique', 'nekfeu', '99', 'taille', '2000']
Tweet ID: 380 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'selon', 'sexta', 'neymar', 'discuterait', 'toujours', 'psg']
Tweet ID: 382 | Score: -0.40 | Label: négatif | Mots Sentiment: 2 | Tokens: ['RT', 'tomorrowland', 'poche', 'mamaaaa', 'crois', 'tjrs', 'pas', 'prix', 'crois', 'ps', 'nn', 'plus', 'mdr']
Tweet ID: 383 | Score: 0.40 | Label: positif | Mots Sentiment: 1 | Tokens: ['mec', 'nu', 'mdr', 'encore', 'voiture', 'itinérante']
Tweet ID: 384 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'port', 'habit', 'restreignant', 'mouvements', 'présence', 'femmes']
Tweet ID: 385 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'clip', 'maintenant', 'disponible', 'integralite', 'exclusivite', '&', 'gt', '&', 'gt', '…']
Tweet ID: 386 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'cette', 'vache', 'transcrit', 'propos', 'marine', 'pen', 'sourds', 'malentendants']
Tweet ID: 387 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'député', 'defend', 'maintien', 'chasse', 'glu', 'ia']
Tweet ID: 388 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['secours', 'tout', 'monde', 'hype', 'neige', 'ts', 'help']
Tweet ID: 389 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'capable', 'planter', 'couteau', 'dos', 'demander', 'pourquoi', 'saignes']
Tweet ID: 390 | Score: 0.30 | Label: positif | Mots Sentiment: 1 | Tokens: ['oui', 'viens', 'voir', 'ça', 'snap', 'copine', 'chez', 'a', 'grand', 'soleil', 'ça', 'fait', 'grave', 'froid']
Tweet ID: 391 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['viens', 'vite', 'découvrir', 'nouveau', 'service', 'beauté', 'dont', 'ne', 'peux', 'plus', 'passer']
Tweet ID: 392 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['princesse', 'mary', 'danemark', 'refuse', 'voile', 'arabie', 'saoudite']
Tweet ID: 393 | Score: 0.70 | Label: positif | Mots Sentiment: 2 | Tokens: ['vit', 'bien', 'ouais', 'mdrrr']
Tweet ID: 394 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'booba', 'a', 'juste', 'dit', 'vivement', 'pourvu', 'neige', 'a', 'déréglé', 'climat']
Tweet ID: 395 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'neige', 'paris', 'venez', 'faire', 'tour', 'jardin', 'rassurez-vous', 'a', 'tout', 'faut']
Tweet ID: 396 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['extension', 'modulaire', 'autre', 'idée', 'habitat']
Tweet ID: 397 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'a', 'toujours', 'raison', 'toujours', 'tout', 'cas', 'dit', '-', '-']
Tweet ID: 398 | Score: 0.60 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', '77', 'grêle', 'enfaite', 'encore', '+', 'sympathique', 'neige']
Tweet ID: 399 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'croissance', 'bénéfices', 'capital', 'faut', 'diminuer', 'coût', 'travail']
Tweet ID: 400 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['habille', 'vulgaire', 'pas', 'ça', 'va', 'pas', 'empêcher', 'violeur', 'violer']
Tweet ID: 401 | Score: 0.50 | Label: positif | Mots Sentiment: 1 | Tokens: ['concerne', 'bien', 'placé', 'savoir', 'pas', 'idée', 'réçue', 'vécu', 'ca', 'pue']
Tweet ID: 402 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'mettez', 'contrôle', 'parental', 'svp']
Tweet ID: 403 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['comme', 'phénomène', 'terminé', 'vont', 'ré-ouvrir']
Tweet ID: 404 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['épuisant', 'laser', 'game', '50gamins']
Tweet ID: 405 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['a', 'vent', 'neige', 'maintenant', 'soleil', 'revient']
Tweet ID: 406 | Score: 0.90 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'jeter', 'babouche', 'magnifique', 'peux', 'plus']
Tweet ID: 407 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'imagine', 'née', '29', 'février', 'vas', 'fêter', 'aniv', 'tout', '4', 'ans']
Tweet ID: 408 | Score: 0.70 | Label: positif | Mots Sentiment: 2 | Tokens: ['ok', 'admets', 'ski', 'cool', 'beaucoup', 'trop', 'cher']
Tweet ID: 409 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['-kai', 'sort', 'actuellement', 'petit', 'ruelle', 'coin', 'ville', 'sang', 'peu', 'coin', 'lèvres', '-']
Tweet ID: 410 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'post', 'bad', 'mariage', 'sûrement', 'chose', 'dégoûte', 'plus', 'ici']
Tweet ID: 411 | Score: 0.40 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'jsuis', 'sortie', 'cliqué', 'vite', 'fait', 'vring', 'u', 'jsuis', 'tombée', 'ça', 'mdr']
Tweet ID: 412 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['temps', 'nouveau', 'couvert', 'xd']
Tweet ID: 413 | Score: 0.80 | Label: positif | Mots Sentiment: 1 | Tokens: ['test', 'skiier', 'a', 'terminé', 'oka', 'ski', 'marathon', 'temps', '00', '23', '38', 'félicitations']
Tweet ID: 414 | Score: -0.90 | Label: négatif | Mots Sentiment: 2 | Tokens: ['mdrrrr', 'viens', 'rendre', 'compte', 'i', 'ii', 'iii', 'dm', 'croyais', 'iii', 'chiant']
Tweet ID: 415 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['voix', 'peut', 'cacher', 'regard', 'livre']
Tweet ID: 416 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'video', '-', 'mario', 'vargas', 'llosa', 'donald', 'trump', 'clown', 'démagogique', 'raciste']
Tweet ID: 417 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['bail', 'part', 'après', 'ya', 'plus', 'bus', 'retour']
Tweet ID: 418 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['avoir', 'mal', 'dire', 'cause', 'cette', 'association', 'précisément']
Tweet ID: 419 | Score: 0.30 | Label: positif | Mots Sentiment: 2 | Tokens: ['RT', 'ne', 'dépend', 'jamais', 'personne', 'parce', 'monde', 'ombre', 'quitte', 'noir']
Tweet ID: 420 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['sherkan', 'tigre', 'livre', 'jungle']
Tweet ID: 421 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['chien', 'handicap', 'présenté', 'aftaa', 'fr', '—', 'kisskissbankbank', 'via']
Tweet ID: 422 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['insulte', 'bah', 'dit', 'donc', 'petit', 'ne', 'sait', 'pas', 'faire', 'différence', 'entre', 'insultes', 'phrase', 'sans', 'insulte', 'o']
Tweet ID: 423 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'arabes', 'leurs', 'mariages', 'c’est', 'délire', 'louent', 'audi', 'lambo', 'fusées', 'jet', 'packs', 'finir', '8eme', 'eta…']
Tweet ID: 424 | Score: -0.60 | Label: négatif | Mots Sentiment: 2 | Tokens: ['RT', 'vidéos', '–', 'pourquoi', 'scott', 'kelly', 'devenu', 'astronaute', 'plus', 'cool', 'univers', '-', 'metronews', 'https…']
Tweet ID: 425 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'subhnan', 'allah', 'temps', 'dehors', 'dieu', 'vraiment', 'puissant']
Tweet ID: 426 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['3eme', 'trimestre', 'jme', 'dit', 'trop', 'sert', 'a', 'r', 'jv', 'pas', 'taffer']
Tweet ID: 427 | Score: 0.50 | Label: positif | Mots Sentiment: 5 | Tokens: ['RT', 'pire', 'jcrois', 'ls', 'gens', 'ki', 'croient', 'indispensables', 'ptdr', 'vs', 'etes', 'ls', 'meilleur', 'vs', 'changez', 'pas']
Tweet ID: 428 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'code', 'pas', 'code', 'tie', 'va']
Tweet ID: 429 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'binôme', 'gagnant', 'fidélisation']
Tweet ID: 430 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'feu', 'apres', 'bar']
Tweet ID: 431 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'caractéristiques', 'importantes', 'niveau', 'consistance', 'qualité', 'matériaux', 'http…']
Tweet ID: 433 | Score: 0.45 | Label: positif | Mots Sentiment: 3 | Tokens: ['avoue', 'naze', 'celui', 'là', 'aime', 'bien', 'reste', 'perso']
Tweet ID: 434 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['tout', 'monde', 'dis', 'neige', 'là', 'où', 'a', 'grand', 'soleil']
Tweet ID: 435 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['écoute', 'nouvel', 'album', 'the', '1975', 'chui', '____', 'pq', 'jme', 'embrouillé', 'laura']
Tweet ID: 436 | Score: 0.00 | Label: neutre | Mots Sentiment: 2 | Tokens: ['RT', 'genre', 'fille', 'boude', 'craque', 'bout', 'deux', 'minutes']
Tweet ID: 437 | Score: -0.95 | Label: négatif | Mots Sentiment: 3 | Tokens: ['RT', 'team', 'pas', 'message', 'mignon', 'soir', 'ni', 'matin', 'ni', 'jamais']
Tweet ID: 439 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'breaking', 'news', 'cette', 'averse', 'neige', 'duré', 'aussi', 'longtemps', 'pokémon', 'direct']
Tweet ID: 440 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['ciel', 'où', 'tenez-vous', 'résolution', '2211', 'contredit', 'précédentes', 'préséante']
Tweet ID: 441 | Score: 0.30 | Label: positif | Mots Sentiment: 1 | Tokens: ['grave', 'pvp', '1', '9', 'pas', 'mal', 'p']
Tweet ID: 442 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'profs', 'ça', 'fait', '20ans', 'lycée', 'savent', 'tjrs', 'pas', 'quand', 'ça', 'sonne', 'ça', 'fait', 'trois', 'ans', 'sais', 'plus', '…']
Tweet ID: 443 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['vidéo', 'roadtrip', '457', 'missions', 'parcourir', 'états-unis']
Tweet ID: 444 | Score: 0.00 | Label: neutre | Mots Sentiment: 2 | Tokens: ['RT', 'concours', '75', 'follower', 'tirage', 'sort', 'RT', 'tenter', 'gagner', 'pack']
Tweet ID: 445 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['ne', 'veux', 'pas', '7-0', 'effectivement', 'cas', 'échéant', 'politique', 'opposition', 'profilée', 'nécessaire']
Tweet ID: 446 | Score: 0.60 | Label: positif | Mots Sentiment: 1 | Tokens: ['bon', 'contre', 'confrère', 'adverse', 'pas', 'souci', 'hein', 'spour', '1', 'ami', 'plus', 'a', 'prescription', 'souffle-t-il']
Tweet ID: 447 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['rêve', 'fini', 'mnt', 'pleut']
Tweet ID: 448 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'gradur', 'quand', 'venait', 'arriver', 'game', 'envoyais', 'freestyle', 'sheguey', 'chaque', 'semaine', 'énerver', 'main…']
Tweet ID: 449 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'clip', 'maintenant', 'disponible', 'integralite', 'exclusivite', '&', 'gt', '&', 'gt', '…']
Tweet ID: 451 | Score: 1.20 | Label: positif | Mots Sentiment: 1 | Tokens: ['excuse', 'dire', 'ça', 'extrêmement', 'drôle', 'dit', 'donc', 'pas', 'trop', 'dur', 'brevet', 'cette', 'année']
Tweet ID: 452 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['instant', 'foodporn', 'découvrez', 'cornet', 'glace-donut']
Tweet ID: 453 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', '3', '26', '27', 'arrive', 'pas', 'supplie']
Tweet ID: 454 | Score: -0.30 | Label: négatif | Mots Sentiment: 2 | Tokens: ['RT', 'rester', '4h', 'assise', 'chaise', 'rater', 'bac', 'blanc', 'jdis', 'non']
Tweet ID: 455 | Score: 0.85 | Label: positif | Mots Sentiment: 5 | Tokens: ['RT', 'cette', 'fille', 'aime', 'fort', 'plait', 'RT', 'meilleure', 'a', 'jamais', 'pu', 'rencontrer', 'ni', 'voir', '…']
Tweet ID: 456 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['wshhh', 'quoi', 'temps']
Tweet ID: 457 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'bonjour', 'cette', 'personne', 'a', 'disparu', 'dimanche', 'pensez', 'proches', 'merci', 'plus', 'possible', 'plaît']
Tweet ID: 458 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['saviez-vous', 'répond', 'toutes', 'questions', 'santé', 'sexuelle']
Tweet ID: 459 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['série', 'documentaire', 'réalisé', 'jeu', 'tom', 'the', 'division', 'ubisoft', 'biborg', '&', 'amp', 'r+i', 'creative']
Tweet ID: 461 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'tiens', 'frère', 'vient', 'être', 'fait', 'chevalier', 'ordre', 'mérite', 'http…']
Tweet ID: 462 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'rdv', '11', 'mars']
Tweet ID: 463 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['ba', 'aya', 'cissoko', 'canard', 'enchainé', 'cette', 'semaine']
Tweet ID: 464 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'électeurs', 'crédules', 'gauche', 'répétition', 'quittent', 'navire']
Tweet ID: 465 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['premier', 'dérange', 'placard', 'casse', 'gueule']
Tweet ID: 466 | Score: 0.40 | Label: positif | Mots Sentiment: 1 | Tokens: ['vent', 'emportais', 'mdr']
Tweet ID: 467 | Score: -0.30 | Label: négatif | Mots Sentiment: 1 | Tokens: ['ça', 'prend', 'compte', 'ratio', 'wins', 'normale', 'si', 'a', 'jamais', 'ranked', 'avant', 'crois']
Tweet ID: 468 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['faut', 'pas', 'regretter', 'passé', 'regarder', 'vers', 'futur']
Tweet ID: 469 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'selon', 'bilan', 'financier', 'transfert', 'luis', 'a', 'rapporté', '96', '3m€']
Tweet ID: 470 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['bonjour', 'voici', 'lien', 'sondage', 'tpe', 'pourriez', 'répondre', 'svp', 'merci']
Tweet ID: 471 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['contre', 'qd', 'jui', 'rentrée', 'g', 'vu', 'jav', 'tâche', 'pantalon', 'jsp', 'a', 'vu']
Tweet ID: 472 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'comment', 'peux', 'défendre', 'viol', 'a', '0', 'excuses']
Tweet ID: 473 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'pourquoi', 'tout', 'temps', 'retard']
Tweet ID: 474 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['quand', 'gens', 'encore', 'là', 'faut', 'profiter', 'après', 'trop', 'tard', 'regrettes', 'ne', 'pas', 'avoir', 'pris', 'temps']
Tweet ID: 476 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'bande', 'plus', 'quand', 'frotte']
Tweet ID: 477 | Score: 0.10 | Label: neutre | Mots Sentiment: 2 | Tokens: ['plupart', 'haineux', 'pas', 'lu', 'livre', 'haine']
Tweet ID: 478 | Score: 0.30 | Label: positif | Mots Sentiment: 1 | Tokens: ['quelles', 'régions', 'où', 'a', 'plus', 'd’offres', 'emplois', 'non', 'pourvues', 'via']
Tweet ID: 479 | Score: -0.30 | Label: négatif | Mots Sentiment: 1 | Tokens: ['a', 'cheveux', 'comme', 'katherine', 'prcq', 'si', 'non', 'cst', 'premier', 'double']
Tweet ID: 480 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'baroudeurs', 'beauce-centre', 'atome', 'cc', 'remportent', 'tournoi', 'beauport']
Tweet ID: 481 | Score: -0.60 | Label: négatif | Mots Sentiment: 2 | Tokens: ['RT', 'jour', 'où', 'pub', 'mascara', 'arrêteront', 'prendre', 'connes', 'leurs', 'putain', 'faux', 'cils', 'f…']
Tweet ID: 482 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'starfoullah', 'insulter', 'temps', 'tout', 'puissant', 'envoi', 'temps']
Tweet ID: 484 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['boîte', 'easy-r', 'dacia', 'désormais', 'dci', '90']
Tweet ID: 485 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['pk', 'quand', 'neige', '77', 'pas', 'là', 'voir']
Tweet ID: 487 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['jour', 'anniversaire', 'offre', 'stp']
Tweet ID: 489 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['blague', 'temps', 'contre']
Tweet ID: 490 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['mec', 'tente', 'rattraper', 'x']
Tweet ID: 491 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['surtout', 'pas', 'envie', 'voir']
Tweet ID: 492 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['clair', 'savent']
Tweet ID: 493 | Score: -0.70 | Label: négatif | Mots Sentiment: 2 | Tokens: ['RT', 'a', 'quel', 'niveau', 'relou', 'estimez', 'mec', 'fout', 'pieds', 'côté', 'connais', 'pas', 'pue', 'croit', 'seul']
Tweet ID: 494 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'bonne', 'nouvelle', 'ceux', 'pas', 'place', 'match', 'retransmi', 'écran', 'géant', 'salle', 'herel', 'boul…']
Tweet ID: 495 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['roh', 'dommage', 'demande', 'si', 'vais', 'pas', 'monter', 'paris', 'faire', 'a', 'plus', 'monde']
Tweet ID: 496 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['apple', 'whatsapp…', 'conflit', 'mondial', 'entre', 'autorités', 'géants', 'web', 'durcit']
Tweet ID: 497 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['yeux', 'aussi', 'noirs', 'démon', 'celui', 'ressurgit', 'ai…']
Tweet ID: 499 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'journal', 'fin', 'monde', 'jour', '1', 'astres', 'alignés', 'neige', 'pluie', 'vent', 'combiné', 'comme', 'pro…']
Tweet ID: 501 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'exclu', '-', 'vient', 'dévoiler', 'clip', 'cherché', 'déchire']
Tweet ID: 504 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'annulation', '¦pont', 'jacques-cartier', 'fermetures', 'complètes', 'nuit', '7-8-9', 'mars']
Tweet ID: 505 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['pouvoir', 'changer', 'toute', 'notes']
Tweet ID: 506 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['hier', 'cuba', 'vla', 'soleil', 'rentre', 'a', 'orage', 'après', 'neige']
Tweet ID: 507 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'ça', 'choque', 'voir', 'neige', 'mars', 'tsa', 'signes', 'fin', 'temps', 'temps', 'divague', 'comme', 'ça']
Tweet ID: 508 | Score: 0.00 | Label: neutre | Mots Sentiment: 2 | Tokens: ['RT', 'pas', 'sûr', 'hn', 'crois', 'go', 'possessive', 'truc', 'genre']
Tweet ID: 509 | Score: -0.96 | Label: négatif | Mots Sentiment: 2 | Tokens: ['RT', 'merci', 'lillois', 'beaucoup', 'sourires', 'cadeaux', 'dédicaces', 'surtout', 'retour', 'paris', 'triste']
Tweet ID: 510 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'reportage', 'spécial', 'soir', 'jt', 'tv', 'libertés', '19h', '&', 'amp', 'élus', 'https…']
Tweet ID: 511 | Score: 0.60 | Label: positif | Mots Sentiment: 1 | Tokens: ['merci', 'parisiens', 'petit', 'rappelle', 'a', 'chance', 'vivre', 'sud']
Tweet ID: 512 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['franchement', 'etais', 'pas', 'obliger', 'rappeler']
Tweet ID: 513 | Score: 0.50 | Label: positif | Mots Sentiment: 1 | Tokens: ['bonjour', 'pas', 'trouvé', 'problème', 'service', 'paypal', 'hésitez', 'pas', 'recontacter', 'si', 'cela', 'persiste', 'dw']
Tweet ID: 514 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['oui', 'a', 'temps', 'réfléchisse', 'vengeance']
Tweet ID: 515 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['ça', 'sent', 'bazar', 'périph']
Tweet ID: 516 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'temps', 'enlever', 'chaussettes', 'peut', 'rendre', 'compte', 'point', 'faire', 'erreur']
Tweet ID: 517 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['internet', 'peu', 'comme', 'neg', 'marrons', 'fait', 'bilan', 'voici', 'bilan', 'année', 'internet', '2015']
Tweet ID: 518 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'prêts', 'découvrir', 'clip', '-', '&', 'gt', 'disponible', 'exactement', '30', 'minutes']
Tweet ID: 519 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'arabes', 'leurs', 'mariages', 'c’est', 'délire', 'louent', 'audi', 'lambo', 'fusées', 'jet', 'packs', 'finir', '8eme', 'eta…']
Tweet ID: 520 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['québec', 'lino', 'saputo', 'numéro', '1']
Tweet ID: 521 | Score: -0.80 | Label: négatif | Mots Sentiment: 2 | Tokens: ['RT', 'tout', 'monde', 'coucherait', 'tout', 'monde', 'comme', 'con', 'train', 'filmer', '…']
Tweet ID: 522 | Score: 0.00 | Label: neutre | Mots Sentiment: 0 | Tokens: ['bouleversé', 'témoignage', 'poignant', 'aristide', 'barraud', 'hui', 'quelle', 'force']
Tweet ID: 523 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'hommage', 'disparu', 'a', '25', 'ans', 'spéciale', 'reprises', 'gainsbourg', 'bashung', 'dès', '14', '03', 'https', '…']
Tweet ID: 524 | Score: 0.00 | Label: neutre | Mots Sentiment: 1 | Tokens: ['RT', 'apple', 'whatsapp…', 'conflit', 'mondial', 'entre', 'autorités', 'géants', 'web', 'durcit']
